,claim,text,label
337,We should restrict violent video games,Violent video game players know the difference between virtual violence in the context of a game and appropriate behavior in the real world.,0
338,We should restrict violent video games,There are many flaws to the theory that violent video games cause real life violence.,0
339,We should restrict violent video games,Studies claiming a causal link between video game violence and real life violence are flawed.,0
340,We should restrict violent video games,Playing violent video games does not cause kids to commit mass shootings.,0
341,All nations should ban bullfighting,Bullfighting is too dangerous to humans to justify,1
342,All nations should ban bullfighting,Bullfighting is dangerous for humans and should be banned.,1
343,All nations should ban bullfighting,We must ban bullfighting to keep humans from recklessly getting injured and even dying.,1
344,All nations should ban bullfighting,Harming animals for entertainment is immoral,1
345,All nations should ban bullfighting,It is not moral to hurt animals for entertainment,1
346,All nations should ban bullfighting,Hurting animals for fun is immoral,1
347,All nations should ban bullfighting,Bullfighting is a form of animal torture,1
348,All nations should ban bullfighting,Bullfighting is animal torture,1
349,All nations should ban bullfighting,One form of animal torture is bullfighting,1
350,All nations should ban bullfighting,Bullfighting should be treated like other forms of animal torture,1
351,All nations should ban bullfighting,Fighting bulls have a better quality of life than meat-producing bulls,0
352,All nations should ban bullfighting,Blood sports cannot be justified by reference to their role in pest control or conservation,1
353,All nations should ban bullfighting,Blood sports are not justified by their role in pest control or conservation.,1
354,All nations should ban bullfighting,The need for pest control or conservation does not justify blood sports. ,1
355,All nations should ban bullfighting,Pest control or conservation arguments does not rationalize our use of animals as objects in blood sports.,1
356,All nations should ban bullfighting,The use of animals as objects in blood sports cannot be justified by the week argument that it provides benefit through pest control or conservation.,1
